orderid,customerid,marketplaceid,orderno,unitsperorder,nooflineitems,date,ordertotal,shippingcost,carrier,shipmentweight
333,2223,1,QQs-10319,6,5,5/3/2023,123.62,10.25,FedEx,112
334,29,1,QQs-1032,1,1,6/23/2020,24.89,6.99,FedEx,12
335,2974,1,QQs-10320,1,1,5/3/2023,19.99,6.07,Stamps.com,13
336,2965,1,QQs-10321,5,1,5/4/2023,84.95,7.13,Stamps.com,69.5
337,3021,1,QQs-10322,5,5,5/4/2023,125.86,12.24,UPS by ShipStation,176
338,436,1,QQs-10323,3,2,5/4/2023,174.18,12.2,FedEx,282
339,738,1,QQs-10324,4,2,5/4/2023,50.96,8.8,UPS by ShipStation,36
340,3022,1,QQs-10325,4,1,5/4/2023,280.76,15.73,FedEx,232
341,2803,1,QQs-10326,5,1,5/4/2023,170.95,8.08,UPS by ShipStation,170
342,1350,1,QQs-10327,1,1,5/4/2023,13.39,4.24,Stamps.com,6
343,2431,1,QQs-10328,3,3,5/4/2023,48.08,7,Stamps.com,38
344,2519,1,QQs-10329,1,1,5/4/2023,83.39,10.45,FedEx,88
345,32,1,QQs-1033,1,1,6/24/2020,25.99,5.7,Stamps.com,15.9
346,2490,1,QQs-10330,3,2,5/4/2023,218.74,10.08,UPS by ShipStation,123
347,3023,1,QQs-10331,1,1,5/5/2023,28.59,5.17,Stamps.com,12
348,3023,1,QQs-10332,2,2,5/5/2023,52.38,7.6,Stamps.com,25
349,2376,1,QQs-10333,5,1,5/5/2023,172,19.85,FedEx,120
350,926,1,QQs-10334,2,1,5/5/2023,119.68,7,Stamps.com,62
351,2442,1,QQs-10335,2,2,5/5/2023,55.78,8.3,Stamps.com,58
352,2801,1,QQs-10336,1,1,5/5/2023,259.99,21.59,FedEx,480
353,1647,1,QQs-10337,2,1,5/5/2023,188.58,7.59,Stamps.com,96
354,3024,1,QQs-10338,2,2,5/5/2023,143.59,15.87,UPS by ShipStation,112
355,2490,1,QQs-10339,1,1,5/5/2023,73.21,7.2,Stamps.com,80
356,33,1,QQs-1034,30,1,6/24/2020,341.7,14.86,UPS,240
357,2899,1,QQs-10340,1,1,5/5/2023,38.99,8.3,Stamps.com,38
358,2919,1,QQs-10341,2,1,5/5/2023,43.38,8.3,Stamps.com,47.8
359,3025,1,QQs-10342,1,1,5/6/2023,20.59,5.33,Stamps.com,10.5
360,1485,1,QQs-10343,4,2,5/6/2023,173.61,13.61,Stamps.com,192
361,1410,1,QQs-10344,9,2,5/6/2023,582.08,13.13,FedEx,474
362,2965,1,QQs-10345,1,1,5/6/2023,45.39,6.99,UPS by ShipStation,41
363,2760,1,QQs-10346,1,1,5/7/2023,62.59,8.8,UPS by ShipStation,48
364,2682,1,QQs-10347,4,4,5/7/2023,55.16,7.14,UPS by ShipStation,38
365,1422,1,QQs-10348,1,1,5/7/2023,77.09,8.8,UPS by ShipStation,48
366,3026,1,QQs-10349,2,1,5/7/2023,94.38,8.3,Stamps.com,64
367,34,1,QQs-1035,7,3,6/24/2020,95.13,7.62,FedEx,58
368,1891,1,QQs-10350,1,1,5/8/2023,19.99,6.44,Stamps.com,15
369,3027,1,QQs-10351,2,2,5/8/2023,27.8,0.6,Stamps.com,1
370,685,1,QQs-10352,6,6,5/8/2023,125.8,14.75,Stamps.com,106
371,661,1,QQs-10353,2,2,5/8/2023,51.29,9.92,UPS by ShipStation,51
372,3028,1,QQs-10354,2,2,5/8/2023,39.89,10.45,FedEx,58
373,2765,1,QQs-10355,2,2,5/8/2023,94.38,7.04,UPS by ShipStation,64
374,2869,1,QQs-10356,3,1,5/8/2023,66.57,8.16,UPS by ShipStation,64
375,1573,1,QQs-10357,7,4,5/8/2023,100.34,7.19,UPS by ShipStation,74
376,1906,1,QQs-10358,11,2,5/8/2023,177.5,15.26,UPS by ShipStation,128
377,2537,1,QQs-10359,3,1,5/8/2023,73.34,7,Stamps.com,23.9
378,36,1,QQs-1036,1,1,6/25/2020,25.99,6.95,FedEx,22
379,2746,1,QQs-10360,2,2,5/8/2023,36.49,7.6,Stamps.com,32
380,3029,1,QQs-10361,1,1,5/8/2023,10.59,5.04,Stamps.com,9
381,204,1,QQs-10362,1,1,5/8/2023,27.89,8.3,Stamps.com,28
382,901,1,QQs-10363,24,2,5/8/2023,864.87,90.74,FedEx,576
383,1231,1,QQs-10364,5,1,5/8/2023,261.75,15.73,FedEx,240
384,1433,1,QQs-10365,2,2,5/8/2023,59.86,7,Stamps.com,48
385,2974,1,QQs-10366,1,1,5/9/2023,25.69,7.2,Stamps.com,18
386,3030,1,QQs-10367,4,4,5/9/2023,178.38,13.86,UPS by ShipStation,144
387,2965,1,QQs-10368,3,2,5/9/2023,90.78,6.99,UPS by ShipStation,74
388,3031,1,QQs-10369,1,1,5/9/2023,26.59,8.3,Stamps.com,28
389,22,1,QQs-1037,2,1,6/25/2020,57.98,7.62,FedEx,68
390,284,1,QQs-10370,1,1,5/9/2023,55.09,7.6,Stamps.com,31
391,3032,1,QQs-10371,1,1,5/9/2023,33.99,8.3,Stamps.com,46
392,418,1,QQs-10372,1,1,5/9/2023,69.29,8.8,UPS by ShipStation,80
393,2772,1,QQs-10373,3,3,5/9/2023,84.28,16.37,UPS by ShipStation,100
394,276,1,QQs-10374,12,7,5/9/2023,288.985,19.9,Stamps.com,200
395,938,1,QQs-10375,1,1,5/9/2023,80.02,7.19,UPS by ShipStation,100
396,1872,1,QQs-10376,2,2,5/9/2023,52.68,8.8,Stamps.com,48
397,2491,1,QQs-10377,4,4,5/9/2023,121.06,15.65,FedEx,128
398,2834,1,QQs-10378,1,1,5/9/2023,21.29,6.6,Stamps.com,15
399,1326,1,QQs-10379,5,1,5/9/2023,196.65,13.66,FedEx,150
400,35,1,QQs-1038,2,1,6/25/2020,33.48,6.99,FedEx,18
401,1458,1,QQs-10380,1,1,5/9/2023,72.5,8.3,Stamps.com,46
402,1089,1,QQs-10381,12,3,5/9/2023,615.08,38.42,FedEx,768
403,280,1,QQs-10382,3,3,5/10/2023,31.98,5.33,Stamps.com,12
404,2284,1,QQs-10383,3,1,5/10/2023,190.13,8.7,UPS by ShipStation,134
405,3033,1,QQs-10384,5,5,5/10/2023,51.16,10.45,FedEx,38
406,838,1,QQs-10385,7,2,5/10/2023,99.94,7.19,UPS by ShipStation,75.5
407,664,1,QQs-10386,2,1,5/10/2023,94.38,6.99,UPS by ShipStation,62
408,3034,1,QQs-10387,1,1,5/10/2023,12.79,4.24,Stamps.com,5
409,2295,1,QQs-10388,4,2,5/10/2023,203.96,12.52,UPS by ShipStation,196
410,1887,1,QQs-10389,41,2,5/11/2023,3091.6,150.09,FedEx,3824
411,38,1,QQs-1039,8,2,6/25/2020,83.92,7.62,FedEx,62
412,2521,1,QQs-10390,13,13,5/11/2023,1186.17,35.3,FedEx,1120
413,2657,1,QQs-10391,4,4,5/11/2023,87.56,6.99,UPS by ShipStation,68
414,2424,1,QQs-10392,3,2,5/11/2023,346.68,10.37,FedEx,283
415,3035,1,QQs-10393,3,3,5/11/2023,159.37,18.27,UPS by ShipStation,160
416,3036,1,QQs-10394,1,1,5/12/2023,15.79,4.31,Stamps.com,8
417,2604,1,QQs-10395,6,5,5/12/2023,119.95,13.42,UPS by ShipStation,144
418,1551,1,QQs-10396,10,5,5/12/2023,559.51,28.37,FedEx,720
419,2521,1,QQs-10397,2,1,5/12/2023,140.38,10.16,FedEx,174
420,3020,1,QQs-10398,2,2,5/12/2023,19.78,5.33,Stamps.com,12
421,3037,1,QQs-10399,2,1,5/12/2023,60.73,7,Stamps.com,58
422,37,1,QQs-1040,6,6,6/25/2020,48.44,6.95,FedEx,27.5
423,3038,1,QQs-10400,2,2,5/12/2023,50.38,8.3,Stamps.com,47
424,3026,1,QQs-10401,1,1,5/12/2023,89.99,10.45,FedEx,80
425,125,1,QQs-10403,4,3,5/12/2023,74.46,7.2,Stamps.com,48
426,1561,1,QQs-10404,7,3,5/12/2023,315.57,11.57,UPS,288
427,395,1,QQs-10405,1,1,5/13/2023,149.67,7,Stamps.com,112
428,2338,1,QQs-10406,3,3,5/13/2023,134.57,15.3,UPS by ShipStation,128
429,2056,1,QQs-10407,8,3,5/13/2023,210.68,20.95,FedEx,160
430,2555,1,QQs-10408,1,1,5/13/2023,24.79,7.2,Stamps.com,31
431,2993,1,QQs-10409,1,1,5/14/2023,3369.08,173.1,FedEx,3744
432,39,1,QQs-1041,2,2,6/25/2020,40.98,7.62,FedEx,21.8
433,2993,1,QQs-10410,1,1,5/14/2023,3369.08,173.1,FedEx,3216
434,2557,1,QQs-10411,1,1,5/14/2023,7.89,3.81,Stamps.com,4
435,2793,1,QQs-10412,4,3,5/14/2023,36.16,6.78,Stamps.com,14
436,1583,1,QQs-10413,1,1,5/15/2023,76.19,9.92,UPS by ShipStation,52
437,1637,1,QQs-10414,2,2,5/15/2023,48.98,7.2,Stamps.com,45
438,3002,1,QQs-10415,7,1,5/15/2023,114.73,10.45,FedEx,88
439,1031,1,QQs-10416,8,6,5/15/2023,90.53,6.99,UPS by ShipStation,64
440,434,1,QQs-10417,3,3,5/15/2023,59.78,8.3,Stamps.com,48
441,3021,1,QQs-10418,4,2,5/15/2023,105.36,7.19,UPS by ShipStation,96
442,336,1,QQs-10419,1,1,5/15/2023,24.79,7.6,Stamps.com,20
443,40,1,QQs-1042,3,2,6/25/2020,66.57,7.62,FedEx,42
444,2295,1,QQs-10420,4,2,5/16/2023,203.96,9.2,UPS by ShipStation,144
445,114,1,QQs-10421,3,3,5/16/2023,106.88,7.19,UPS by ShipStation,80
446,3010,1,QQs-10422,3,2,5/16/2023,178.38,15,UPS by ShipStation,176
447,2835,1,QQs-10423,6,2,5/16/2023,589.4,17.13,UPS by ShipStation,472
448,2254,1,QQs-10424,2,2,5/16/2023,235.38,13.27,UPS by ShipStation,192
449,1434,1,QQs-10425,1,1,5/16/2023,70.19,7.2,Stamps.com,88
450,3039,1,QQs-10426,1,1,5/16/2023,21.89,7.6,Stamps.com,21
451,1898,1,QQs-10427,3,1,5/16/2023,117.99,10.45,FedEx,88
452,1883,1,QQs-10428,3,3,5/16/2023,33.28,8.3,Stamps.com,36.9
453,1308,1,QQs-10429,7,2,5/16/2023,513.54,31.42,FedEx,544
454,41,1,QQs-1043,5,1,6/25/2020,134.95,7.65,FedEx,105
455,3040,1,QQs-10430,2,2,5/16/2023,31.38,6.99,UPS by ShipStation,24
456,2438,1,QQs-10431,2,2,5/17/2023,57.09,7.2,Stamps.com,45
457,736,1,QQs-10432,2,2,5/17/2023,72.09,9.92,UPS by ShipStation,46
458,2177,1,QQs-10433,3,2,5/17/2023,141.98,18.27,UPS by ShipStation,196
459,1515,1,QQs-10434,3,1,5/17/2023,400.62,18.47,FedEx,304
460,260,1,QQs-10435,3,2,5/17/2023,58.97,8.3,Stamps.com,46
461,2348,1,QQs-10436,20,10,5/17/2023,941.05,30.2,FedEx,928
462,2110,1,QQs-10437,7,3,5/18/2023,164.27,10.33,FedEx,176
463,3030,1,QQs-10438,2,2,5/18/2023,273.58,12.52,FedEx,336
464,2575,1,QQs-10439,3,2,5/18/2023,15.78,4.15,Stamps.com,8
465,41,1,QQs-1044,4,1,6/25/2020,213.16,13.2,Express 1,168
466,2535,1,QQs-10440,4,3,5/18/2023,32.27,9.59,Stamps.com,38
467,1573,1,QQs-10441,6,6,5/18/2023,71.05,7.19,UPS by ShipStation,112
468,41,1,QQs-1044-1,5,1,6/25/2020,266.45,13.2,Express 1,210
469,805,1,QQs-10442,1,1,5/18/2023,67.59,8.3,Stamps.com,42
470,3041,1,QQs-10443,2,1,5/18/2023,774.98,29.7,FedEx,800
471,1571,1,QQs-10444,2,1,5/18/2023,94.38,8.3,UPS by ShipStation,64
472,2759,1,QQs-10446,1,1,5/18/2023,32.29,7.2,Stamps.com,24
473,3042,1,QQs-10447,2,2,5/18/2023,69.29,10.45,FedEx,97
474,2840,1,QQs-10448,3,3,5/18/2023,66.61,7.2,Stamps.com,57
475,165,1,QQs-10449,1,1,5/18/2023,588.59,34.53,FedEx,640
476,44,1,QQs-1045,4,1,6/25/2020,83.16,7.62,FedEx,78
477,2918,1,QQs-10450,10,1,5/18/2023,143.9,7.14,UPS by ShipStation,100
478,2538,1,QQs-10451,1,1,5/18/2023,314.31,11.21,FedEx,592
479,833,1,QQs-10452,2,2,5/19/2023,72.69,8.8,UPS by ShipStation,52
480,584,1,QQs-10453,1,1,5/19/2023,18.6,4.62,Stamps.com,11
481,3043,1,QQs-10454,1,1,5/19/2023,26.29,17.96,Stamps.com,2.5
482,2264,1,QQs-10455,8,1,5/19/2023,335.42,20.95,FedEx,186
483,2837,1,QQs-10456,4,2,5/20/2023,83.05,7.14,UPS by ShipStation,50
484,2490,1,QQs-10457,2,2,5/20/2023,77.31,6.44,UPS by ShipStation,76
485,1561,1,QQs-10458,6,4,5/20/2023,322.62,9.6,FedEx,352
486,1139,1,QQs-10459,20,1,5/20/2023,437.8,10.8,FedEx,330
487,43,1,QQs-1046,3,2,6/25/2020,78.97,7.62,FedEx,68
488,2224,1,QQs-10460,9,8,5/20/2023,143.68,0,FedEx,90
489,829,1,QQs-10462,3,2,5/20/2023,45.58,10.45,FedEx,34
490,1044,1,QQs-10463,1,1,5/20/2023,18.19,5.04,Stamps.com,11
491,1867,1,QQs-10464,2,2,5/21/2023,102.39,16.91,UPS by ShipStation,123
492,2102,1,QQs-10465,1,1,5/21/2023,89.19,10.45,FedEx,82
493,3044,1,QQs-10466,4,4,5/22/2023,60.43,10.45,FedEx,56
494,2720,1,QQs-10467,1,1,5/22/2023,108.39,7.12,UPS by ShipStation,90
495,685,1,QQs-10468,7,7,5/22/2023,124.14,14.75,Stamps.com,96
496,2985,1,QQs-10469,1,1,5/22/2023,24.69,7.6,Stamps.com,28
497,42,1,QQs-1047,10,2,6/25/2020,104.9,7.62,FedEx,90
498,925,1,QQs-10470,2,2,5/22/2023,75.99,10.45,FedEx,64
499,2422,1,QQs-10471,4,2,5/22/2023,256.16,14.86,FedEx,336
500,2177,1,QQs-10472,1,1,5/22/2023,102.59,10.45,FedEx,88
501,3045,1,QQs-10473,1,1,5/22/2023,45.59,8.3,Stamps.com,36
502,2293,1,QQs-10474,4,3,5/22/2023,295.94,20.95,FedEx,144
503,3021,1,QQs-10475,1,1,5/23/2023,36.09,7.2,Stamps.com,42
504,1571,1,QQs-10476,1,1,5/23/2023,92,12.3,UPS,60
505,2993,1,QQs-10477,1,1,5/23/2023,3317.58,372.2,FedEx,7360
506,513,1,QQs-10478,1,1,5/23/2023,59.79,6.49,UPS by ShipStation,64
507,2290,1,QQs-10479,2,1,5/23/2023,127.98,10.45,FedEx,111
508,47,1,QQs-1048,9,6,6/26/2020,131.41,7.65,FedEx,92
509,468,1,QQs-10480,1,1,5/23/2023,36.09,10.45,FedEx,58
510,2536,1,QQs-10481,1,1,5/23/2023,49.39,8.3,Stamps.com,40
511,2372,1,QQs-10482,4,2,5/23/2023,275.64,10.5,FedEx,206
512,1803,1,QQs-10483,2,2,5/23/2023,30.38,6.22,Stamps.com,15
513,3046,1,QQs-10484,2,1,5/24/2023,43.53,7,Stamps.com,22
514,502,1,QQs-10485,1,1,5/24/2023,62.09,7.6,Stamps.com,55
515,364,1,QQs-10486,1,1,5/24/2023,239.39,13,FedEx,300
516,1960,1,QQs-10487,1,1,5/24/2023,17.59,4.62,Stamps.com,8
517,1829,1,QQs-10488,3,1,5/24/2023,564.66,12.72,FedEx,512
518,804,1,QQs-10489,2,2,5/24/2023,294.68,20.95,FedEx,192
519,46,1,QQs-1049,168,1,6/26/2020,1286.88,70.52,UPS,1472
520,2652,1,QQs-10490,15,8,5/24/2023,230.66,15.87,UPS by ShipStation,190
521,640,1,QQs-10491,3,3,5/24/2023,309,18.95,Stamps.com,384
522,46,1,QQs-1049-1,82,1,6/26/2020,628.12,34.36,UPS,720
523,300,1,QQs-10492,2,1,5/24/2023,980.18,53.22,FedEx,864
524,2896,1,QQs-10493,1,1,5/24/2023,223.96,7.19,UPS by ShipStation,256
525,393,1,QQs-10494,8,3,5/24/2023,137.96,14.75,Stamps.com,111
526,2519,1,QQs-10495,1,1,5/24/2023,129.19,10.45,FedEx,136
527,2550,1,QQs-10496,4,2,5/24/2023,230.17,10.17,FedEx,288
528,1872,1,QQs-10497,1,1,5/24/2023,24.69,8.05,Stamps.com,24
529,2838,1,QQs-10498,1,1,5/25/2023,69.99,6.99,UPS by ShipStation,48
530,984,1,QQs-10499,3,3,5/25/2023,180.21,15.92,UPS by ShipStation,104
531,45,1,QQs-1050,3,3,6/26/2020,37.31,7.65,FedEx,20
532,1937,1,QQs-10500,2,2,5/25/2023,19.65,4.69,Stamps.com,12
533,3047,1,QQs-10501,1,1,5/25/2023,33.97,9.2,FedEx,4
534,1561,1,QQs-10502,5,5,5/25/2023,273.45,7.19,UPS by ShipStation,233
535,1568,1,QQs-10503,2,2,5/25/2023,600.96,10.88,FedEx,560
536,2849,1,QQs-10504,3,3,5/25/2023,145.77,10.45,FedEx,90
537,1573,1,QQs-10505,2,2,5/25/2023,17.09,7.04,UPS by ShipStation,24
538,2181,1,QQs-10506,2,2,5/25/2023,205.28,18.95,Stamps.com,184
539,3,1,QQs-10507,2,2,5/26/2023,72.19,6.49,UPS by ShipStation,60
540,854,1,QQs-10508,1,1,5/26/2023,169.5,9.6,FedEx,230
541,53,1,QQs-1051,3,1,6/26/2020,59.97,7.62,FedEx,30
542,2338,1,QQs-10511,3,2,5/26/2023,92.61,10.45,FedEx,105
543,310,1,QQs-10512,1,1,5/26/2023,60.52,7,Stamps.com,55
544,3048,1,QQs-10513,2,2,5/26/2023,42.59,7.2,Stamps.com,45
545,2787,1,QQs-10514,8,8,5/26/2023,2290.33,116.67,FedEx,2272
546,3022,1,QQs-10515,2,2,5/27/2023,230.78,12.9,FedEx,176
547,2544,1,QQs-10516,4,4,5/27/2023,37.36,6.78,Stamps.com,14.5
548,1945,1,QQs-10517,4,2,5/27/2023,237.5,20.24,FedEx,298
549,2750,1,QQs-10518,2,2,5/27/2023,42.44,6.99,UPS by ShipStation,33
550,2742,1,QQs-10519,4,4,5/28/2023,478.87,40.4,FedEx,608
551,52,1,QQs-1052,1,1,6/26/2020,31.39,7.62,FedEx,25
552,2757,1,QQs-10520,4,4,5/28/2023,199.46,21.46,UPS by ShipStation,288
553,2484,1,QQs-10521,2,1,5/28/2023,70.38,10.45,FedEx,82
554,2209,1,QQs-10522,4,4,5/29/2023,38.17,8.3,Stamps.com,29
555,3049,1,QQs-10523,2,1,5/29/2023,18.98,5.33,Stamps.com,10
556,2196,1,QQs-10524,1,1,5/29/2023,33.19,7.2,Stamps.com,37
557,3018,1,QQs-10525,1,1,5/29/2023,110.39,6.99,UPS by ShipStation,94
558,2057,1,QQs-10526,1,1,5/29/2023,462.99,22.94,FedEx,592
559,2687,1,QQs-10527,1,1,5/29/2023,92.53,6.99,UPS by ShipStation,58
560,584,1,QQs-10528,2,2,5/29/2023,96.22,6.99,UPS by ShipStation,48
561,2869,1,QQs-10529,1,1,5/29/2023,21.89,7.6,Stamps.com,20
562,51,1,QQs-1053,10,1,6/26/2020,127.4,8.87,Express 1,35
563,2295,1,QQs-10530,2,2,5/29/2023,204.53,7,Stamps.com,165
564,3021,1,QQs-10531,4,4,5/30/2023,129.16,10.46,UPS by ShipStation,144
565,2984,1,QQs-10532,1,1,5/30/2023,48.59,6.44,UPS by ShipStation,32
566,1434,1,QQs-10533,1,1,5/30/2023,28.49,7.2,Stamps.com,35
567,2926,1,QQs-10534,1,1,5/30/2023,391.69,9.87,FedEx,416
568,2203,1,QQs-10535,1,1,5/30/2023,98.79,12.28,UPS by ShipStation,112
569,2903,1,QQs-10536,1,1,5/30/2023,197.59,12.41,FedEx,280
570,2849,1,QQs-10537,16,7,5/30/2023,183.82,10.45,FedEx,103.5
571,2874,1,QQs-10538,5,2,5/30/2023,165.25,14,FedEx,207
572,2563,1,QQs-10539,2,2,5/30/2023,42.88,8.3,Stamps.com,32.5
573,50,1,QQs-1054,1,1,6/26/2020,13.49,4.46,Stamps.com,12
574,3050,1,QQs-10541,9,7,5/30/2023,298.71,14.56,FedEx,384
575,2742,1,QQs-10542,3,3,5/31/2023,156.78,24.15,UPS by ShipStation,216
576,2853,1,QQs-10543,4,2,5/31/2023,87.36,10.45,FedEx,74
577,279,1,QQs-10544,1,1,5/31/2023,212.5,7.22,UPS by ShipStation,86
578,3051,1,QQs-10545,2,1,5/31/2023,70.18,6.44,UPS by ShipStation,38
579,2636,1,QQs-10546,4,2,5/31/2023,94.56,6.99,UPS by ShipStation,60
580,308,1,QQs-10547,3,1,5/31/2023,237.12,15.65,FedEx,196
581,2972,1,QQs-10548,4,2,5/31/2023,197.56,6.99,UPS by ShipStation,180
582,926,1,QQs-10549,3,2,5/31/2023,327.9,7.19,UPS by ShipStation,176
583,49,1,QQs-1055,2,1,6/26/2020,33.98,7.65,FedEx,18
584,1803,1,QQs-10550,1,1,5/31/2023,15.19,4.2,Stamps.com,7
585,3052,1,QQs-10551,5,5,6/1/2023,76.45,8.3,Stamps.com,40
586,2993,1,QQs-10552,51,2,6/1/2023,3989.5,76,FedEx,3104
587,1299,1,QQs-10553,1,1,6/1/2023,565,10,FedEx,110
588,1277,1,QQs-10555,1,1,6/1/2023,64.59,8.3,Stamps.com,55
589,2034,1,QQs-10557,1,1,6/1/2023,126.49,11.5,FedEx,84
590,2385,1,QQs-10558,2,2,6/1/2023,67.27,7,Stamps.com,94
591,3053,1,QQs-10559,1,1,6/1/2023,9.49,4.13,Stamps.com,4
592,48,1,QQs-1056,1,1,6/26/2020,22.99,7.62,FedEx,17
593,2993,1,QQs-10560,1,1,6/2/2023,3317.58,186.1,FedEx,3680
594,143,1,QQs-10561,40,4,6/2/2023,475.975,14.34,FedEx,480
595,2082,1,QQs-10562,40,2,6/2/2023,301.2,10.49,FedEx,304
596,364,1,QQs-10563,1,1,6/2/2023,129.19,12.28,UPS by ShipStation,176
597,1571,1,QQs-10564,4,4,6/2/2023,322,13.72,UPS,213
598,2964,1,QQs-10565,1,1,6/2/2023,16.19,5.17,Stamps.com,9
599,90,1,QQs-10566,4,3,6/2/2023,63.77,8.3,Stamps.com,53
600,2670,1,QQs-10567,1,1,6/2/2023,179.19,9.6,FedEx,208
601,2475,1,QQs-10568,2,1,6/2/2023,205.18,19.65,FedEx,288
602,3054,1,QQs-10569,1,1,6/2/2023,9.49,4.09,Stamps.com,7
603,54,1,QQs-1057,2,1,6/27/2020,15.18,3.31,Stamps.com,7.2
604,948,1,QQs-10570,2,2,6/3/2023,24.69,7.6,Stamps.com,29
605,434,1,QQs-10571,1,1,6/3/2023,17.99,5.33,Stamps.com,10
606,685,1,QQs-10572,8,8,6/3/2023,153.43,14.75,Stamps.com,128
607,2876,1,QQs-10573,5,5,6/3/2023,272.5,37.4,Stamps.com,128
608,2779,1,QQs-10574,4,3,6/3/2023,105.56,7.22,UPS by ShipStation,87
609,1044,1,QQs-10576,6,5,6/4/2023,117.85,13.42,UPS by ShipStation,128
610,2965,1,QQs-10577,4,3,6/4/2023,43.77,6.99,UPS by ShipStation,46
611,640,1,QQs-10578,2,1,6/4/2023,179.98,14,Stamps.com,128
612,468,1,QQs-10579,7,2,6/4/2023,151.74,14.02,FedEx,171
613,55,1,QQs-1058,6,2,6/27/2020,56.34,6.95,FedEx,31.5
614,3049,1,QQs-10580,1,1,6/4/2023,42.69,10.45,FedEx,40
615,1561,1,QQs-10581,2,2,6/4/2023,153.28,7.19,UPS by ShipStation,160
616,3055,1,QQs-10582,2,2,6/4/2023,7.59,6.78,Stamps.com,15
617,3056,1,QQs-10583,5,5,6/4/2023,109.76,10.45,FedEx,112
618,3057,1,QQs-10584,2,2,6/5/2023,82.72,6.99,UPS by ShipStation,48
619,1903,1,QQs-10585,1,1,6/5/2023,184.64,17.25,FedEx,176
620,2224,1,QQs-10586,18,17,6/5/2023,340.61,12.78,FedEx,299.5
621,2868,1,QQs-10587,3,2,6/5/2023,130.57,15.65,FedEx,118
622,1149,1,QQs-10588,5,2,6/6/2023,98.88,10.45,FedEx,77
623,2258,1,QQs-10589,12,12,6/6/2023,307.99,16.95,FedEx,368
624,57,1,QQs-1059,3,3,6/28/2020,27.27,3.39,Stamps.com,8
625,3058,1,QQs-10590,1,1,6/6/2023,149.99,10.45,FedEx,136
626,2558,1,QQs-10591,1,1,6/6/2023,72.69,9.92,UPS by ShipStation,50
627,2558,1,QQs-10592,1,1,6/6/2023,72.69,9.92,UPS by ShipStation,40
628,242,1,QQs-10593,1,1,6/6/2023,324.09,9.6,FedEx,342
629,2895,1,QQs-10594,2,2,6/6/2023,39.98,7.6,Stamps.com,25
630,1561,1,QQs-10595,2,1,6/6/2023,124.18,6.99,UPS by ShipStation,94
631,2264,1,QQs-10596,8,2,6/6/2023,333.13,12.86,FedEx,344
632,659,1,QQs-10597,1,1,6/6/2023,149.5,25.75,FedEx,137
633,1434,1,QQs-10598,2,2,6/6/2023,303.68,28.85,FedEx,288
634,2657,1,QQs-10599,2,2,6/6/2023,39.98,6.99,UPS by ShipStation,30
635,56,1,QQs-1060,4,4,6/28/2020,30.26,5.4,Stamps.com,13.5
636,3028,1,QQs-10600,2,2,6/7/2023,36.09,10.45,FedEx,50
637,1777,1,QQs-10601,1,1,6/7/2023,25.69,7.2,Stamps.com,31
638,1410,1,QQs-10602,8,4,6/7/2023,798.66,25.46,FedEx,960
639,2203,1,QQs-10603,1,1,6/7/2023,129.19,12.28,UPS by ShipStation,176
640,2620,1,QQs-10604,3,3,6/7/2023,324.87,14.07,FedEx,400
641,3014,1,QQs-10605,2,2,6/7/2023,98.78,9.58,UPS by ShipStation,70
642,2604,1,QQs-10606,16,7,6/7/2023,177.45,13.42,UPS by ShipStation,160
643,2757,1,QQs-10607,3,3,6/7/2023,49.38,8.3,Stamps.com,43
644,3059,1,QQs-10608,1,1,6/8/2023,25.69,5.17,Stamps.com,11
645,1515,1,QQs-10609,4,2,6/8/2023,240.28,13.42,FedEx,182
646,58,1,QQs-1061,3,3,6/28/2020,50.97,7.62,FedEx,37
647,140,1,QQs-10610,3,1,6/8/2023,21.18,5.33,Stamps.com,10.5
648,2440,1,QQs-10611,1,1,6/8/2023,35.09,6.44,Stamps.com,15
649,3060,1,QQs-10612,1,1,6/8/2023,23.79,5.17,Stamps.com,12
650,2295,1,QQs-10613,3,3,6/8/2023,220.27,11.98,UPS by ShipStation,184
651,2784,1,QQs-10614,2,2,6/8/2023,91,7.19,UPS by ShipStation,92
652,2843,1,QQs-10615,3,3,6/8/2023,119.19,14.5,FedEx,150
653,1872,1,QQs-10616,1,1,6/9/2023,24.69,8.05,Stamps.com,24
654,3061,1,QQs-10617,1,1,6/9/2023,49.39,8.3,Stamps.com,24
655,2441,1,QQs-10618,4,4,6/9/2023,500.04,19.5,FedEx,688
656,3062,1,QQs-10619,2,1,6/9/2023,26.98,3.99,Stamps.com,8
657,60,1,QQs-1062,2,1,6/28/2020,52.68,7.65,FedEx,30
658,2656,1,QQs-10620,2,1,6/10/2023,76.63,7,Stamps.com,80
659,3063,1,QQs-10621,2,2,6/10/2023,39.98,8.3,Stamps.com,31
660,2837,1,QQs-10622,4,2,6/10/2023,80.48,7.14,UPS by ShipStation,52
661,3000,1,QQs-10623,1,1,6/10/2023,103.29,11.5,FedEx,64
662,1887,1,QQs-10624,16,2,6/10/2023,1655.85,64.44,FedEx,1508
663,1887,1,QQs-10625,12,2,6/10/2023,1214.29,47.09,FedEx,1120
664,2776,1,QQs-10626,2,2,6/10/2023,99.69,10.45,FedEx,97.9
665,1435,1,QQs-10627,2,2,6/10/2023,74.84,6.99,UPS by ShipStation,48
666,3064,1,QQs-10628,2,2,6/11/2023,259.18,10.41,FedEx,413
